-0.006356,0.030406,0.322701
0.074062,0.057086,0.321494
0.120067,0.035029,0.746264
0.120104,0.034938,0.746721
1.077466,0.921832,0.750663
2.15447,1.93815,0.762514
2.987827,2.743209,0.775346
4.226047,3.261393,0.029278
5.693482,3.036859,-0.267938
6.934841,2.260688,-0.767537
7.782098,1.428645,-0.911121
8.58976,0.363024,-0.78255
9.646427,-0.681062,-0.732863
10.984759,-1.197814,0.041656
12.011527,-0.703635,0.839621
12.638371,0.308821,1.299365
12.838575,1.721045,1.544595
12.702581,3.161026,1.955818
12.026591,4.492063,2.1499
11.12879,5.661056,2.400722
9.948708,6.178701,2.885385
8.597602,6.207801,-3.019989
7.450734,6.205491,3.131387
5.95171,6.221027,3.131103
4.430753,6.236938,3.131286
2.932448,6.250771,3.136117
1.437777,6.250318,-3.135342
-0.056636,6.230597,-3.122084
-1.542527,6.193525,-3.111701
-3.039671,6.140811,-3.101915
-4.534515,6.071563,-3.089838
-6.051292,5.982948,-3.07731
-7.418738,5.88517,-3.005054
-8.466893,5.20365,-2.23457
-9.145574,3.899766,-1.834299
-9.203376,2.558658,-1.562262
-9.181326,1.06617,-1.551233
-8.800719,-0.336207,-0.944602
-7.802871,-1.272921,-0.546036
-6.419835,-1.777929,-0.20247
-5.253648,-1.72847,0.279967
-4.028545,-1.327605,0.376624
-2.676083,-0.864147,0.326087
-1.259701,-0.388907,0.323311
